job_id,job_title,salary_usd,salary_currency,experience_level,employment_type,company_location,company_size,employee_residence,remote_ratio,required_skills,education_required,years_experience,industry,posting_date,application_deadline,job_description_length,benefits_score,company_name,salary_local
AI13614,ML Ops Engineer,84950,GBP,EN,CT,United Kingdom,M,Japan,50,"Git, Statistics, R, Linux, Azure",PhD,1,Retail,2024-09-25,2024-12-04,2473,9.6,Algorithmic Solutions,38458
AI13615,Autonomous Systems Engineer,119429,USD,MI,CT,Switzerland,L,Switzerland,50,"Spark, GCP, Deep Learning",Bachelor,2,Retail,2024-08-30,2024-10-08,1958,9.2,Advanced Robotics,42990
AI13616,AI Specialist,85879,USD,SE,PT,Israel,M,India,50,"Linux, R, MLOps, Data Visualization, PyTorch",Bachelor,8,Automotive,2024-10-10,2024-10-29,853,8.3,TechCorp Inc,123217
AI13617,Deep Learning Engineer,251926,USD,EX,PT,Singapore,L,Singapore,100,"GCP, Hadoop, Git, Kubernetes, PyTorch",Master,12,Media,2025-01-25,2025-03-23,1461,9.0,DataVision Ltd,92478
AI13618,Machine Learning Engineer,71915,USD,EN,FT,United States,S,United States,0,"TensorFlow, SQL, Python",Bachelor,0,Manufacturing,2024-11-09,2025-01-16,1252,6.0,AI Innovations,213025
AI13619,Head of AI,136129,USD,EX,PT,Australia,S,Australia,50,"SQL, Python, Docker, Computer Vision, R",Bachelor,18,Healthcare,2025-02-01,2025-03-05,1502,7.9,Predictive Systems,240149
AI13620,AI Software Engineer,67249,EUR,MI,FT,France,S,France,100,"Data Visualization, Spark, Tableau",Master,2,Gaming,2024-02-12,2024-03-05,1835,8.3,Quantum Computing Inc,83068
AI13621,Research Scientist,94719,USD,EX,FT,China,S,China,0,"Linux, R, PyTorch, Statistics, Deep Learning",Bachelor,19,Retail,2024-04-10,2024-04-27,1435,6.2,AI Innovations,101988
AI13622,AI Product Manager,107397,GBP,MI,PT,United Kingdom,M,United Kingdom,0,"Scala, NLP, PyTorch, MLOps",Bachelor,3,Real Estate,2024-03-28,2024-05-10,1026,5.9,Cognitive Computing,109000
AI13623,Autonomous Systems Engineer,85964,USD,SE,CT,India,S,Ireland,100,"Linux, Docker, GCP, Tableau, Java",Associate,8,Media,2024-12-13,2025-02-03,2088,6.8,AI Innovations,207242
AI13624,Head of AI,113923,USD,EX,PT,China,S,China,50,"SQL, PyTorch, Computer Vision, Azure",Bachelor,12,Finance,2024-12-10,2025-01-13,1797,8.6,DeepTech Ventures,162118
AI13625,AI Architect,85468,USD,SE,FL,Israel,S,Israel,100,"Deep Learning, Linux, PyTorch, GCP",PhD,9,Gaming,2025-02-21,2025-04-14,1292,9.1,Cognitive Computing,95549
AI13626,ML Ops Engineer,177096,USD,EX,FL,Japan,M,United States,50,"NLP, SQL, Java, Kubernetes, Tableau",Bachelor,17,Manufacturing,2024-06-14,2024-08-22,2246,5.8,TechCorp Inc,22852
AI13627,Autonomous Systems Engineer,87196,USD,SE,CT,Israel,L,Israel,100,"Tableau, Data Visualization, SQL, Hadoop, Deep Learning",Associate,9,Automotive,2025-01-12,2025-03-20,1661,8.1,Smart Analytics,99707
AI13628,Computer Vision Engineer,147056,USD,EX,FL,Israel,M,Israel,100,"Tableau, PyTorch, Java, SQL",Master,10,Healthcare,2024-07-12,2024-09-04,2399,7.4,DataVision Ltd,82711
AI13629,Machine Learning Engineer,89550,USD,EN,FT,Denmark,M,Denmark,0,"Scala, Kubernetes, Deep Learning, Docker, AWS",PhD,1,Real Estate,2024-01-18,2024-02-24,1691,9.2,DeepTech Ventures,114447
AI13630,Robotics Engineer,71048,USD,EN,FL,Australia,S,Austria,0,"TensorFlow, Data Visualization, AWS",Master,0,Education,2025-03-17,2025-05-17,1873,7.6,Quantum Computing Inc,101051
AI13631,Data Analyst,183262,USD,SE,CT,Denmark,L,Denmark,100,"R, Linux, PyTorch, Deep Learning, Kubernetes",Bachelor,6,Technology,2025-04-04,2025-04-24,1939,6.9,DeepTech Ventures,75011
AI13632,Computer Vision Engineer,366957,USD,EX,CT,Switzerland,L,Canada,100,"PyTorch, AWS, NLP, Computer Vision",Master,18,Retail,2024-12-07,2025-02-18,1007,9.2,Machine Intelligence Group,48013
AI13633,Head of AI,201400,GBP,EX,CT,United Kingdom,S,India,100,"Tableau, Data Visualization, Hadoop, Deep Learning, MLOps",PhD,19,Consulting,2024-12-14,2025-01-27,1899,6.3,Cloud AI Solutions,178970
AI13634,AI Software Engineer,149863,USD,EX,FL,Austria,S,Austria,0,"Python, TensorFlow, Azure",Master,11,Healthcare,2024-08-08,2024-10-06,1157,5.2,DataVision Ltd,58002
AI13635,Head of AI,248026,USD,EX,FL,Norway,L,India,0,"Statistics, SQL, Mathematics",Associate,16,Education,2024-03-23,2024-05-31,1557,5.7,DataVision Ltd,190458
AI13636,AI Architect,111469,USD,EX,PT,Ireland,L,Ireland,50,"Scala, Hadoop, Deep Learning, GCP, Computer Vision",Master,18,Retail,2024-02-11,2024-03-12,2280,9.9,Autonomous Tech,200684
AI13637,AI Product Manager,66729,USD,EN,FL,Canada,M,Canada,50,"Java, AWS, R, Data Visualization",Associate,0,Automotive,2024-11-06,2025-01-11,1108,9.5,DataVision Ltd,91715
AI13638,Deep Learning Engineer,129674,USD,EN,PT,Switzerland,L,Switzerland,50,"Data Visualization, Linux, SQL, Scala",Master,0,Energy,2025-04-03,2025-06-03,2091,6.6,Autonomous Tech,10250350
AI13639,Computer Vision Engineer,101785,USD,EN,CT,Norway,M,Norway,0,"Python, Azure, Deep Learning, Mathematics",Master,0,Energy,2025-03-27,2025-05-16,2278,6.0,Predictive Systems,87268
AI13640,AI Software Engineer,46267,USD,EN,FT,India,M,India,50,"Python, SQL, Linux, TensorFlow, Kubernetes",PhD,1,Retail,2025-01-30,2025-02-17,1040,10.0,Cognitive Computing,240786
AI13641,Data Engineer,210154,USD,SE,PT,Denmark,L,Denmark,0,"Spark, Java, Data Visualization, Kubernetes, Git",Bachelor,9,Real Estate,2024-02-05,2024-03-24,1064,7.2,Neural Networks Co,126759
AI13642,AI Research Scientist,57889,USD,EN,FT,Finland,L,Finland,0,"MLOps, PyTorch, AWS, Hadoop, TensorFlow",Associate,1,Real Estate,2024-06-16,2024-08-19,763,9.0,Neural Networks Co,129742
AI13643,Machine Learning Engineer,147814,USD,SE,FT,Denmark,M,Ireland,50,"Hadoop, Python, NLP, Docker, Git",Master,6,Transportation,2025-02-25,2025-04-21,2479,9.3,Autonomous Tech,58612
AI13644,Machine Learning Engineer,200688,USD,EX,CT,Israel,L,Israel,100,"Computer Vision, Linux, Scala, MLOps, Deep Learning",Master,10,Manufacturing,2024-02-05,2024-03-20,2310,8.9,Neural Networks Co,84880
AI13645,Deep Learning Engineer,152336,USD,SE,PT,United States,L,United States,100,"Spark, Docker, Hadoop, NLP, Java",PhD,6,Technology,2024-01-30,2024-02-24,1460,9.5,Quantum Computing Inc,106468
AI13646,Robotics Engineer,123709,USD,MI,PT,Singapore,L,Singapore,100,"R, TensorFlow, GCP, Computer Vision, Java",Bachelor,4,Technology,2024-07-01,2024-07-30,1469,7.5,Cognitive Computing,77051
AI13647,AI Research Scientist,121041,USD,SE,FT,Canada,S,Canada,0,"Scala, SQL, MLOps, Java",Associate,7,Consulting,2025-02-20,2025-03-09,1140,7.1,TechCorp Inc,73421
AI13648,AI Specialist,104566,USD,MI,PT,Sweden,L,Sweden,0,"Kubernetes, Linux, MLOps, Python, TensorFlow",PhD,2,Energy,2024-09-05,2024-10-31,636,8.2,Cloud AI Solutions,313758
AI13649,AI Software Engineer,87654,EUR,MI,PT,Germany,L,Germany,100,"Tableau, PyTorch, Scala",PhD,2,Government,2024-01-27,2024-02-25,1638,9.1,Autonomous Tech,122023
AI13650,AI Architect,53914,USD,MI,CT,Israel,S,Japan,100,"Spark, Deep Learning, Azure",PhD,4,Media,2025-04-24,2025-06-12,2356,6.5,Predictive Systems,90709
AI13651,Data Scientist,142695,USD,EX,CT,Austria,M,Austria,50,"R, Git, Computer Vision, SQL, MLOps",PhD,11,Finance,2024-01-21,2024-03-16,1682,8.2,Digital Transformation LLC,150163
AI13652,Head of AI,133953,USD,SE,FL,Norway,M,Norway,50,"Python, Spark, Mathematics, Java, Statistics",Master,9,Real Estate,2024-06-05,2024-06-19,1924,8.0,Cognitive Computing,58064
AI13653,Computer Vision Engineer,68325,USD,MI,FT,Austria,S,United Kingdom,50,"Tableau, Mathematics, Python, Deep Learning",PhD,2,Government,2024-03-05,2024-04-14,837,7.2,AI Innovations,105396
AI13654,Computer Vision Engineer,266756,USD,EX,CT,Norway,M,Norway,50,"GCP, PyTorch, Hadoop",PhD,18,Finance,2024-06-15,2024-08-15,2438,6.7,TechCorp Inc,141974
AI13655,NLP Engineer,77739,USD,MI,CT,Canada,S,Canada,0,"SQL, Mathematics, Python",Associate,4,Energy,2024-11-26,2025-01-04,1714,5.5,Smart Analytics,11143110
AI13656,Data Engineer,53492,USD,MI,FL,India,M,Denmark,50,"Deep Learning, Tableau, Linux, SQL",Associate,3,Transportation,2024-02-16,2024-04-19,931,8.1,DeepTech Ventures,147615
AI13657,Data Analyst,67516,GBP,EN,CT,United Kingdom,S,United Kingdom,50,"Mathematics, Docker, Git",PhD,0,Technology,2024-08-14,2024-09-23,1617,7.0,Smart Analytics,59247
AI13658,ML Ops Engineer,126501,USD,EX,CT,South Korea,L,South Korea,100,"Computer Vision, PyTorch, GCP, Git",Bachelor,15,Consulting,2024-12-01,2025-01-03,1395,9.6,TechCorp Inc,92322
AI13659,Principal Data Scientist,107899,EUR,SE,FL,Germany,S,Austria,0,"Statistics, AWS, Linux, Spark",PhD,8,Retail,2025-01-26,2025-03-08,2445,6.0,Smart Analytics,122641
AI13660,ML Ops Engineer,87124,USD,SE,FL,South Korea,L,South Korea,100,"SQL, TensorFlow, Linux",PhD,6,Automotive,2024-08-11,2024-09-29,2147,7.1,Neural Networks Co,320473
AI13661,Principal Data Scientist,62577,USD,MI,PT,Ireland,S,Ireland,50,"Java, Spark, Scala, Linux, NLP",Master,3,Automotive,2024-03-22,2024-04-16,1984,8.5,Machine Intelligence Group,102322
AI13662,NLP Engineer,101311,USD,SE,FL,Ireland,M,Ireland,50,"Computer Vision, Git, TensorFlow, MLOps",Bachelor,6,Manufacturing,2024-02-28,2024-04-02,909,5.3,Advanced Robotics,209756
AI13663,NLP Engineer,111571,USD,SE,PT,China,L,China,50,"Spark, Hadoop, Kubernetes",Associate,7,Consulting,2024-10-17,2024-11-06,1665,9.8,Smart Analytics,169044
AI13664,Deep Learning Engineer,65024,USD,MI,CT,Finland,S,Ireland,100,"Spark, Python, R",Associate,4,Energy,2024-08-18,2024-09-13,966,8.8,Neural Networks Co,95542
AI13665,Data Analyst,83264,USD,SE,FT,Japan,S,Netherlands,50,"Python, SQL, NLP",Master,5,Energy,2025-02-07,2025-02-26,992,6.2,Future Systems,111935
AI13666,ML Ops Engineer,169205,USD,EX,FL,Finland,M,Finland,100,"Linux, GCP, Data Visualization",Associate,13,Telecommunications,2024-08-11,2024-09-19,2358,8.1,Advanced Robotics,210290
AI13667,AI Architect,175224,USD,EX,PT,Canada,M,Japan,100,"Statistics, Mathematics, Kubernetes",Associate,17,Government,2024-01-08,2024-03-21,1525,8.1,Algorithmic Solutions,156011
AI13668,AI Specialist,78895,USD,MI,PT,China,L,China,100,"Java, Kubernetes, Linux",Bachelor,3,Government,2024-12-07,2025-01-10,2203,9.7,Autonomous Tech,72835
AI13669,Research Scientist,137706,USD,SE,FT,Denmark,M,Denmark,50,"Python, SQL, Mathematics, R",Master,6,Media,2024-03-18,2024-04-22,2447,6.7,TechCorp Inc,182390
AI13670,Head of AI,85971,USD,SE,CT,India,M,India,50,"Docker, Azure, Tableau, MLOps",Bachelor,6,Education,2025-04-13,2025-06-22,2469,9.0,Neural Networks Co,86279
AI13671,AI Software Engineer,60400,USD,EN,PT,Australia,M,Australia,0,"R, Kubernetes, MLOps, Computer Vision, Statistics",Bachelor,1,Education,2024-12-08,2025-02-06,1903,8.4,TechCorp Inc,69351
AI13672,Deep Learning Engineer,111414,USD,MI,CT,Denmark,M,Denmark,0,"AWS, NLP, Data Visualization, Azure",PhD,4,Manufacturing,2024-10-09,2024-11-30,659,5.5,Predictive Systems,65251
AI13673,Data Analyst,95591,USD,SE,FL,Sweden,S,Canada,100,"R, SQL, Computer Vision",Associate,6,Manufacturing,2024-10-23,2024-12-20,1100,7.6,Digital Transformation LLC,217187
AI13674,AI Architect,258225,USD,EX,PT,United States,S,United States,50,"Mathematics, Git, GCP, R, Data Visualization",Associate,19,Retail,2024-11-12,2024-12-24,807,9.9,Smart Analytics,46223
AI13675,AI Consultant,90796,USD,SE,PT,Finland,L,Finland,50,"NLP, GCP, Python",PhD,8,Real Estate,2024-06-30,2024-08-16,1594,5.3,Neural Networks Co,251359
AI13676,AI Consultant,97154,USD,EN,FL,Denmark,L,Singapore,100,"Tableau, NLP, Kubernetes, Java, PyTorch",Master,1,Telecommunications,2024-04-01,2024-04-15,728,7.7,AI Innovations,165378
AI13677,ML Ops Engineer,135241,EUR,SE,PT,Netherlands,S,Norway,100,"Python, TensorFlow, Deep Learning, Azure",PhD,7,Telecommunications,2024-11-02,2024-12-31,2017,7.6,AI Innovations,109823
AI13678,Data Engineer,119296,USD,MI,PT,Australia,L,Australia,100,"Azure, AWS, Tableau, GCP, Mathematics",Master,3,Government,2024-05-12,2024-06-23,528,8.3,DeepTech Ventures,82666
AI13679,Head of AI,226223,USD,SE,CT,Denmark,L,Netherlands,0,"Kubernetes, Docker, Computer Vision, NLP, PyTorch",Associate,9,Technology,2024-06-08,2024-06-24,1484,8.9,Predictive Systems,51952
AI13680,Data Analyst,54917,USD,MI,FL,Austria,M,Austria,100,"Tableau, Data Visualization, SQL",Associate,3,Real Estate,2025-01-29,2025-02-17,1391,8.4,Predictive Systems,193819
AI13681,AI Specialist,66326,USD,EN,CT,Australia,L,Australia,0,"Azure, Linux, Tableau",Master,0,Media,2024-10-13,2024-11-03,2240,7.7,Digital Transformation LLC,135586
AI13682,Autonomous Systems Engineer,115855,USD,MI,FL,Singapore,M,Singapore,50,"PyTorch, SQL, AWS, Deep Learning, Linux",Bachelor,4,Media,2024-08-30,2024-10-04,977,6.4,Predictive Systems,55069
AI13683,Computer Vision Engineer,68192,EUR,EN,CT,France,M,Ireland,50,"Git, AWS, Linux, Kubernetes, GCP",Associate,0,Telecommunications,2024-02-28,2024-04-04,720,7.4,Cloud AI Solutions,321641
AI13684,Machine Learning Engineer,127730,USD,EX,FL,India,S,Ireland,50,"TensorFlow, SQL, Linux, R, NLP",Bachelor,16,Telecommunications,2025-02-05,2025-03-12,1666,7.6,Quantum Computing Inc,72316
AI13685,ML Ops Engineer,76160,USD,MI,FT,Japan,M,Japan,50,"Kubernetes, AWS, Linux",Master,3,Government,2025-03-17,2025-04-08,657,5.2,Algorithmic Solutions,45870
AI13686,AI Consultant,223897,EUR,EX,CT,Netherlands,L,Netherlands,0,"Git, Hadoop, Data Visualization",Associate,12,Automotive,2024-10-19,2024-12-28,1583,6.4,Algorithmic Solutions,152656
AI13687,AI Research Scientist,162099,EUR,SE,PT,France,L,France,100,"Python, Deep Learning, Hadoop, MLOps",PhD,7,Automotive,2025-03-12,2025-04-11,1112,5.1,Digital Transformation LLC,26656
AI13688,Principal Data Scientist,118077,USD,EX,FT,Austria,S,Austria,50,"SQL, Git, Kubernetes, GCP, Hadoop",Associate,15,Real Estate,2024-05-16,2024-06-09,723,9.5,DataVision Ltd,146759
AI13689,Data Engineer,135154,USD,SE,FL,Singapore,L,United States,100,"Data Visualization, Java, R, Tableau",PhD,6,Transportation,2024-12-21,2025-02-18,590,6.2,AI Innovations,55301
AI13690,AI Architect,117247,EUR,MI,PT,Netherlands,L,Switzerland,0,"AWS, Hadoop, Java, Statistics, Tableau",Bachelor,4,Media,2024-04-28,2024-06-19,592,8.1,Autonomous Tech,112045
AI13691,Autonomous Systems Engineer,43480,USD,EN,CT,China,L,China,50,"Python, NLP, TensorFlow",Bachelor,1,Automotive,2025-03-05,2025-04-21,2315,7.6,Digital Transformation LLC,83827
AI13692,Data Scientist,153345,USD,EX,FT,Austria,M,Austria,0,"AWS, MLOps, Python, NLP",PhD,16,Automotive,2024-02-28,2024-03-26,2346,8.4,Digital Transformation LLC,113335
AI13693,AI Architect,85327,GBP,MI,FT,United Kingdom,S,Singapore,0,"Deep Learning, Python, Linux, NLP",Bachelor,2,Consulting,2024-01-05,2024-02-08,1223,9.9,AI Innovations,137301
AI13694,AI Specialist,44028,USD,EN,CT,Israel,M,Israel,0,"Azure, MLOps, Scala, Data Visualization",Bachelor,1,Automotive,2024-11-29,2025-01-31,2250,7.1,DeepTech Ventures,80194
AI13695,AI Software Engineer,57376,USD,EN,PT,Sweden,S,Sweden,100,"GCP, Spark, SQL",Bachelor,1,Gaming,2024-02-24,2024-05-03,1247,8.5,AI Innovations,136013
AI13696,Data Scientist,94509,USD,SE,PT,Israel,S,Israel,100,"SQL, Git, Python, Computer Vision",Associate,7,Real Estate,2024-07-19,2024-08-27,1617,8.7,Cognitive Computing,102985
AI13697,AI Product Manager,298887,USD,EX,FT,Denmark,L,Denmark,50,"TensorFlow, Python, Hadoop, GCP, SQL",Associate,13,Energy,2024-09-17,2024-10-08,2189,7.9,Quantum Computing Inc,70147
AI13698,Data Scientist,191997,USD,EX,FT,Canada,M,Canada,50,"Python, Deep Learning, Tableau",Associate,17,Consulting,2024-12-01,2024-12-28,2052,8.4,Predictive Systems,123744
AI13699,Principal Data Scientist,112011,USD,MI,PT,Denmark,S,Denmark,50,"Hadoop, Python, Java, Mathematics",Bachelor,3,Retail,2025-04-03,2025-05-04,969,6.1,Quantum Computing Inc,274623
AI13700,ML Ops Engineer,169293,USD,EX,FT,Singapore,M,China,100,"Spark, SQL, PyTorch",PhD,19,Telecommunications,2024-05-08,2024-07-17,1756,5.6,Digital Transformation LLC,67151
AI13701,NLP Engineer,108658,USD,SE,FT,Japan,L,Japan,50,"Python, AWS, Computer Vision, TensorFlow, Spark",Bachelor,7,Manufacturing,2024-01-24,2024-02-16,2169,9.4,TechCorp Inc,180421
AI13702,Data Scientist,255052,GBP,EX,PT,United Kingdom,L,United Kingdom,50,"SQL, NLP, R, Mathematics",Associate,10,Transportation,2024-01-23,2024-03-28,2233,6.2,Digital Transformation LLC,63052
AI13703,Machine Learning Researcher,61963,USD,EN,CT,Australia,L,Sweden,50,"TensorFlow, Deep Learning, Python",Associate,0,Retail,2024-11-17,2025-01-19,1254,8.2,TechCorp Inc,203251
AI13704,Research Scientist,69703,USD,MI,FL,China,L,China,0,"Mathematics, Java, Deep Learning, SQL, PyTorch",Bachelor,3,Energy,2024-04-07,2024-05-03,2223,6.2,Quantum Computing Inc,44619
AI13705,Head of AI,84621,USD,MI,FT,Israel,L,Israel,0,"Hadoop, PyTorch, Computer Vision, Data Visualization",Associate,2,Consulting,2024-01-25,2024-02-15,1802,7.9,Digital Transformation LLC,243017
AI13706,NLP Engineer,102558,USD,SE,CT,Austria,L,Austria,100,"Hadoop, Scala, Kubernetes",PhD,9,Media,2024-10-07,2024-11-12,821,9.5,Algorithmic Solutions,171109
AI13707,Research Scientist,101549,USD,SE,PT,Ireland,M,Germany,0,"SQL, Spark, Tableau, NLP",PhD,9,Automotive,2024-03-12,2024-05-01,2206,7.3,DataVision Ltd,122360
AI13708,AI Software Engineer,250931,USD,EX,PT,United States,S,Ireland,0,"Linux, Hadoop, SQL, Tableau",Bachelor,16,Government,2024-03-11,2024-04-10,2098,8.6,Predictive Systems,39012
AI13709,ML Ops Engineer,41510,USD,EN,PT,South Korea,S,South Korea,100,"Python, Tableau, SQL, Mathematics",Bachelor,0,Government,2024-12-12,2025-02-13,2258,6.7,Algorithmic Solutions,41002
AI13710,Autonomous Systems Engineer,72101,EUR,EN,FT,France,M,France,0,"Hadoop, Python, R, Git, Kubernetes",Bachelor,0,Manufacturing,2025-04-21,2025-06-22,510,6.6,Machine Intelligence Group,189852
AI13711,Autonomous Systems Engineer,47291,USD,EN,PT,India,S,Switzerland,100,"Kubernetes, Java, PyTorch, Data Visualization",Master,1,Energy,2025-03-12,2025-04-25,1117,9.9,TechCorp Inc,89041
AI13712,Principal Data Scientist,170779,USD,EX,CT,Ireland,M,Ireland,100,"Kubernetes, Mathematics, Git, Azure",Master,10,Healthcare,2025-04-01,2025-05-20,1120,6.4,Smart Analytics,129888
AI13713,ML Ops Engineer,117481,EUR,SE,FL,France,S,France,100,"Git, Docker, Tableau, R, Deep Learning",PhD,6,Technology,2024-03-06,2024-03-28,751,6.4,AI Innovations,79844
AI13714,Robotics Engineer,82028,USD,MI,FT,Australia,S,Australia,50,"Python, Statistics, Git, Scala",PhD,3,Consulting,2024-06-11,2024-07-01,2134,5.8,TechCorp Inc,90766
AI13715,ML Ops Engineer,49319,EUR,EN,FL,France,S,Germany,100,"Mathematics, R, Spark, PyTorch",Associate,0,Healthcare,2025-04-02,2025-04-26,1829,6.8,Digital Transformation LLC,80416
AI13716,Data Analyst,90181,USD,SE,FT,India,S,Finland,100,"Python, AWS, Azure, Statistics, Linux",Master,9,Media,2024-08-18,2024-10-22,904,5.7,Advanced Robotics,17109070
AI13717,Deep Learning Engineer,62853,USD,EN,FT,Israel,L,Israel,0,"Kubernetes, Statistics, Data Visualization, Scala",Associate,1,Real Estate,2024-11-10,2024-11-28,1742,5.7,AI Innovations,63044
AI13718,Research Scientist,47169,EUR,EN,FL,France,S,South Korea,100,"Kubernetes, Java, Computer Vision, R",Associate,1,Technology,2024-06-03,2024-07-09,1344,8.5,Cognitive Computing,214035
AI13719,Deep Learning Engineer,40737,USD,EN,FL,Finland,S,Finland,50,"Hadoop, PyTorch, Docker",PhD,1,Retail,2024-04-22,2024-06-02,803,6.3,Cloud AI Solutions,62794
AI13720,Data Analyst,97627,USD,SE,FL,Japan,L,Japan,50,"Mathematics, PyTorch, Git, Linux, Statistics",Master,6,Energy,2024-04-12,2024-06-18,1178,7.7,Algorithmic Solutions,78666
AI13721,Data Analyst,110766,USD,MI,FL,Singapore,L,Singapore,100,"Git, Computer Vision, GCP, NLP, Data Visualization",Bachelor,2,Education,2024-06-08,2024-07-23,758,9.3,Cloud AI Solutions,8088960
AI13722,AI Architect,85077,USD,SE,FL,China,S,China,0,"GCP, PyTorch, Deep Learning",Master,7,Healthcare,2024-11-20,2025-01-04,1604,8.2,Future Systems,35544
AI13723,AI Product Manager,86477,USD,MI,PT,Israel,L,United States,50,"Scala, TensorFlow, PyTorch, Azure, Spark",PhD,4,Energy,2024-11-30,2024-12-25,1376,7.0,Neural Networks Co,49579
AI13724,NLP Engineer,77400,USD,MI,FT,India,L,India,50,"Python, GCP, Spark, Computer Vision, R",Master,2,Transportation,2024-03-19,2024-04-29,1265,8.1,DeepTech Ventures,37102
AI13725,Research Scientist,105893,USD,MI,FT,United States,M,United States,100,"Python, TensorFlow, Kubernetes",PhD,4,Government,2025-04-03,2025-05-09,2078,5.7,Quantum Computing Inc,136612
AI13726,Data Engineer,165137,USD,EX,FT,Ireland,M,Canada,50,"Tableau, Git, TensorFlow",Associate,18,Real Estate,2024-02-17,2024-03-24,991,8.8,Algorithmic Solutions,114945
AI13727,Head of AI,44938,USD,EN,PT,China,L,China,0,"Docker, Data Visualization, Kubernetes, Scala, GCP",PhD,1,Gaming,2024-03-29,2024-05-01,2131,8.2,Smart Analytics,93748
AI13728,Head of AI,245484,USD,EX,FT,Australia,M,Australia,50,"GCP, Scala, MLOps, PyTorch, Docker",Bachelor,17,Energy,2024-12-28,2025-01-24,2187,8.0,DeepTech Ventures,119208
AI13729,AI Software Engineer,45439,USD,EN,FT,Ireland,L,Ireland,0,"GCP, NLP, Azure, Git",Associate,1,Gaming,2024-11-19,2024-12-30,1010,5.8,AI Innovations,215124
AI13730,Machine Learning Researcher,43233,USD,EN,FT,Japan,M,Japan,50,"Deep Learning, Spark, Statistics, AWS, Mathematics",PhD,0,Manufacturing,2025-03-10,2025-05-10,1066,7.0,TechCorp Inc,12251910
AI13731,AI Software Engineer,166476,USD,EX,CT,Canada,M,China,100,"SQL, PyTorch, Tableau, MLOps",Bachelor,13,Finance,2024-11-04,2024-12-04,524,9.8,DeepTech Ventures,53260
AI13732,Machine Learning Researcher,85896,USD,EN,FL,Singapore,L,Singapore,0,"Git, R, Tableau, MLOps",PhD,0,Automotive,2024-05-01,2024-07-03,1741,9.1,Advanced Robotics,148333
AI13733,AI Consultant,64038,USD,EN,FL,Norway,S,Sweden,50,"Statistics, Linux, AWS, SQL",PhD,0,Healthcare,2024-11-29,2025-01-20,2018,7.3,Algorithmic Solutions,76295
AI13734,Data Analyst,58687,USD,EN,FL,Singapore,S,Singapore,50,"SQL, Deep Learning, Linux, Computer Vision",Master,1,Transportation,2024-11-28,2025-02-02,658,10.0,Autonomous Tech,73971
AI13735,Data Scientist,181731,USD,EX,CT,Canada,L,Canada,50,"Tableau, Java, R, Data Visualization",Master,12,Real Estate,2025-02-15,2025-04-07,617,5.2,AI Innovations,60176
AI13736,Research Scientist,63529,USD,MI,FL,Japan,L,Japan,100,"R, Mathematics, Docker",Master,3,Media,2024-01-22,2024-03-23,2255,8.3,Cognitive Computing,91041
AI13737,NLP Engineer,91958,USD,SE,FT,Finland,S,Finland,0,"Python, Kubernetes, AWS",PhD,9,Finance,2024-04-11,2024-04-28,2001,9.7,Smart Analytics,51392
AI13738,AI Consultant,172149,USD,EX,CT,Denmark,S,Denmark,0,"Hadoop, Kubernetes, PyTorch, GCP, AWS",Master,19,Manufacturing,2025-02-10,2025-04-07,1370,9.2,Cognitive Computing,291795
AI13739,Data Analyst,137939,USD,MI,FL,Denmark,M,Israel,0,"Computer Vision, AWS, Kubernetes, Data Visualization",Bachelor,3,Government,2024-01-10,2024-02-19,1083,7.4,Machine Intelligence Group,95963
AI13740,AI Product Manager,150174,USD,SE,FT,Canada,L,Canada,50,"Python, Computer Vision, MLOps, Kubernetes",Bachelor,8,Government,2025-04-25,2025-07-05,1066,8.2,Smart Analytics,48317
AI13741,Head of AI,68735,USD,MI,CT,Finland,M,Finland,50,"AWS, Scala, Data Visualization, MLOps",PhD,3,Transportation,2024-06-13,2024-07-22,1601,7.4,AI Innovations,66508
AI13742,Deep Learning Engineer,69188,USD,MI,FT,South Korea,S,South Korea,0,"Python, TensorFlow, PyTorch",PhD,3,Energy,2024-06-11,2024-07-28,547,8.2,DataVision Ltd,136741
AI13743,Principal Data Scientist,149223,USD,MI,FL,Denmark,L,Singapore,0,"Kubernetes, Tableau, Linux, Statistics",Bachelor,3,Retail,2024-08-07,2024-08-30,1056,6.7,Predictive Systems,144725
AI13744,NLP Engineer,145608,USD,SE,FT,Norway,M,Norway,0,"Python, Linux, Data Visualization, SQL",Associate,5,Transportation,2025-03-05,2025-05-16,921,9.0,Advanced Robotics,90960
AI13745,Machine Learning Researcher,144602,USD,EX,FL,Israel,L,Sweden,0,"Scala, Tableau, Git, PyTorch, AWS",Associate,11,Automotive,2024-07-23,2024-09-23,632,8.8,Autonomous Tech,170895
AI13746,Machine Learning Researcher,120318,USD,EX,CT,Ireland,S,Ireland,100,"NLP, Azure, Scala",Master,14,Technology,2024-01-16,2024-02-16,1320,7.1,AI Innovations,51958
AI13747,Head of AI,70814,USD,EN,FT,United States,M,United States,0,"NLP, Statistics, Python, Spark, MLOps",PhD,1,Government,2024-05-11,2024-06-29,1326,6.1,Cloud AI Solutions,132422
AI13748,Data Scientist,290652,USD,EX,FT,Switzerland,S,Switzerland,0,"SQL, Azure, TensorFlow, Deep Learning, Docker",Master,16,Retail,2024-04-22,2024-05-29,2100,6.6,TechCorp Inc,84593
